lat	lon	title	description
48.603	-112.375	242173	CUT BANK MUNI AP, MT
45.213	-112.645	242409	DILLON WMCE, MT
45.890	-104.546	242689	EKALAKA, MT
45.339	-111.711	242793	ENNIS, MT
46.851	-108.313	243013	FLATWILLOW 4 ENE, MT
48.778	-107.454	243089	FORKS 4 NNE, MT
48.498	-109.797	243110	FORT ASSINNIBOINE, MT
48.778	-114.900	243139	FORTINE 1 N, MT
48.214	-106.621	243558	GLASGOW/WSO AP, MT
47.106	-104.718	243581	GLENDIVE, MT
47.473	-111.382	243751	GREAT FALLS/WSCMO AP, MT
46.255	-114.164	243885	HAMILTON, MT
44.867	-111.339	244038	HEBGEN DAM, MT
46.606	-111.964	244055	HELENA REGIONAL AIRPORT, MT
45.923	-108.244	244345	HUNTLEY EXP STN, MT
45.935	-107.137	244364	HYSHAM 25 SSE, MT
47.314	-106.910	244522	JORDAN, MT
48.304	-114.264	244558	KALISPELL GLACIER PK INT'L ARP, MT
48.404	-115.539	245015	LIBBY 1 NE RS, MT
45.484	-110.569	245080	LIVINGSTON 12 S, MT
48.394	-107.729	245338	MALTA 7 E, MT
48.483	-104.451	245572	MEDICINE LAKE 3 SE, MT
46.761	-104.962	245668	MILDRED 5 N, MT
46.427	-105.882	245690	MILES CITY, MT
47.057	-109.951	245761	MOCCASIN EXP STN, MT
45.486	-111.632	246157	NORRIS MADISON P H, MT
46.316	-113.300	246472	PHILIPSBURG/RANGER STN, MT
46.418	-104.516	246601	PLEVNA, MT
45.213	-109.238	246918	RED LODGE 2 N, MT
47.315	-114.098	247286	ST IGNATIUS, MT
47.303	-115.091	247318	SAINT REGIS 1 NE, MT
47.454	-104.338	247382	SAVAGE, MT
48.309	-112.251	248501	VALIER, MT
47.880	-105.369	248569	VIDA, MT
45.292	-111.948	248597	VIRGINIA CITY, MT
44.650	-111.100	248857	WEST YELLOWSTONE, MT
46.544	-110.900	248930	WHITE SULPHUR SPRINGS #2, MT
41.684	 -98.003	250070	ALBION 1 N, NE
42.110	-102.897	250130	ALLIANCE 1 WNW, NE
41.041	 -96.378	250375	ASHLAND 2, NE
42.514	 -99.030	250420	ATKINSON, NE
40.371	 -95.747	250435	AUBURN 5 NNE, NE
40.299	 -96.750	250622	BEATRICE 1 N, NE
40.131	 -99.828	250640	BEAVER CITY, NE
41.667	-103.104	251145	BRIDGEPORT, NE
41.408	 -99.675	251200	BROKEN BOW 2 W, NE
40.619	 -96.947	252020	CRETE, NE
40.674	-100.494	252100	CURTIS 3 NNE, NE
41.249	 -97.133	252205	DAVID CITY, NE
40.136	 -97.171	252820	FAIRBURY, NE
40.642	 -97.592	252840	FAIRMONT, NE
40.100	 -98.967	253035	FRANKLIN, NE
40.531	 -97.596	253175	GENEVA, NE
41.451	 -97.764	253185	GENOA 2 W, NE
40.940	-100.152	253365	GOTHENBURG, NE
42.686	-103.884	253615	HARRISON, NE
42.617	 -97.261	253630	HARTINGTON, NE
40.647	 -98.383	253660	HASTINGS 4 N, NE
42.512	-102.694	253715	HAY SPRINGS 12 S, NE
40.175	 -97.590	253735	HEBRON, NE
40.435	 -99.363	253910	HOLDREGE, NE
40.506	-101.629	254110	IMPERIAL, NE
41.245	-103.634	254440	KIMBALL 2 N, NE
41.149	-102.636	254900	LODGEPOLE, NE
41.281	 -98.971	254985	LOUP CITY, NE
41.831	 -97.490	255080	MADISON 2 W, NE
40.211	-100.625	255310	MCCOOK, NE
42.916	-101.700	255470	MERRIMAN, NE
40.516	 -98.951	255565	MINDEN, NE
41.493	 -98.775	256040	NORTH LOUP, NE
42.068	 -97.967	256135	OAKDALE, NE
40.122	 -96.156	256570	PAWNEE CITY, NE
42.065	-100.247	256970	PURDUM, NE
40.098	 -98.520	257070	RED CLOUD, NE
41.269	 -98.470	257515	SAINT PAUL 4 N, NE
40.900	 -97.091	257715	SEWARD, NE
41.458	-100.599	258133	STAPLETON, NE
40.682	 -96.189	258395	SYRACUSE, NE
40.354	 -96.194	258465	TECUMSEH, NE
41.786	 -96.226	258480	TEKAMAH, NE
42.267	 -96.862	258915	WAKEFIELD, NE
40.864	 -96.141	259090	WEEPING WATER, NE
40.868	 -97.592	259510	YORK, NE
39.493	-117.067	260507	AUSTIN, NV
40.612	-116.892	260691	BATTLE MOUNTAIN, NV
35.980	-114.846	261071	BOULDER CITY, NV
40.829	-115.789	262573	ELKO MUNICIPAL ARPT, NV
39.457	-118.781	262780	FALLON EXPERIMENT ST, NV
40.956	-117.492	263245	GOLCONDA, NV
40.191	-118.477	264698	LOVELOCK, NV
39.401	-114.776	264950	MCGILL, NV
38.387	-118.106	265168	MINA, NV
39.484	-119.771	266779	RENO CANNON INTL AP, NV
35.466	-114.922	267369	SEARCHLIGHT, NV
41.101	-114.974	268988	WELLS, NV
40.902	-117.807	269171	WINNEMUCCA WB CITY, NV
44.300	 -71.650	270706	BETHLEHEM 2, NH
43.150	 -70.950	272174	DURHAM, NH
45.083	 -71.283	272999	FIRST CONN LAKE, NH
43.705	 -72.286	273850	HANOVER, NH
42.939	 -72.325	274399	KEENE, NH
39.379	 -74.424	280325	ATLANTIC CITY WBO, NJ
40.829	 -75.084	280734	BELVIDERE/BRIDGE, NJ
40.892	 -74.403	280907	BOONTON 1 SE, NJ
41.035	 -74.423	281582	CHARLOTTEBURG RESERV, NJ
40.563	 -74.883	283029	FLEMINGTON 5 NNW, NJ
40.265	 -74.564	283951	HIGHTSTOWN 2 W, NJ
39.814	 -74.788	284229	INDIAN MILLS 2 W, NJ
40.280	 -74.005	284987	LONG BRANCH, NJ
39.951	 -74.970	285728	MOORESTOWN, NJ
40.472	 -74.436	286055	NEW BRUNSWICK 3 SE, NJ
40.604	 -74.402	287079	PLAINFIELD, NJ
39.950	 -74.217	288816	TOMS RIVER, NJ
36.835	-108.001	290692	AZTEC RUINS NATL MON, NM
35.530	-104.094	290858	BELL RANCH, NM
32.348	-104.223	291469	CARLSBAD, NM
33.631	-105.896	291515	CARRIZOZO 1 SW, NM
36.918	-106.578	291664	CHAMA, NM
36.466	-104.946	291813	CIMARRON 4 SW, NM
36.449	-103.154	291887	CLAYTON MUNICIPAL AIRPARK, NM
36.936	-107.000	292608	ULCE, NM
33.146	-107.184	292848	ELEPHANT BUTTE DAM, NM
32.794	-108.152	293265	FORT BAYARD, NM
34.467	-104.232	293294	FORT SUMNER, NM
32.226	-108.087	293368	GAGE 4 ESE, NM
35.778	-106.687	294369	JEMEZ SPRINGS, NM
32.617	-106.741	294426	JORNADA EXP RANGE, NM
35.568	-105.213	294862	LAS VEGAS/SEWAGE PLT, NM
34.768	-106.761	295150	LOS LUNAS 3 SSW, NM
33.822	-108.942	295273	LUNA R S, NM
32.955	-105.824	295960	MOUNTAIN PARK, NM
34.521	-106.261	295965	MOUNTAINAIR, NM
32.379	-106.091	296435	OROGRANDE, NM
36.706	-105.404	297323	RED RIVER, NM
33.307	-104.508	297610	ROSWELL/FAA AP, NM
35.109	-103.328	297867	SAN JON, NM
34.936	-104.681	298107	SANTA ROSA, NM
34.083	-106.883	298387	SOCORRO, NM
36.361	-104.592	298501	SPRINGER, NM
32.282	-106.760	298535	STATE UNIVERSITY, NM
35.201	-103.687	299156	TUCUMCARI 4 NE, NM
33.072	-106.042	299165	TULAROSA, NM
42.120	 -77.234	300023	ADDISON, NY
42.743	 -73.809	300042	ALBANY, NY
42.261	 -77.785	300085	ALFRED, NY
42.100	 -78.750	300093	ALLEGANY STATE PARK, NY
42.302	 -77.989	300183	ANGELICA, NY
42.932	 -76.544	300321	AUBURN, NY
43.030	 -78.169	300443	BATAVIA, NY
42.208	 -75.981	300687	BINGHAMTON, NY
40.946	 -72.307	300889	BRIDGEHAMPTON, NY
43.200	 -77.933	300937	BROCKPORT, NY
42.941	 -78.736	301012	BUFFALO GREATER BUFFALO INT'L, NY
44.577	 -75.110	301185	CANTON 4 SE, NY
44.880	 -73.433	301401	CHAZY, NY
42.715	 -74.928	301752	COOPERSTOWN, NY
42.600	 -76.183	301799	CORTLAND, NY
44.719	 -73.721	301966	DANNEMORA, NY
42.566	 -77.717	301974	DANSVILLE, NY
42.063	 -75.427	302060	DEPOSIT, NY
41.007	 -73.834	302129	DOBBS FERRY ARDSLEY, NY
42.100	 -76.800	302610	ELMIRA, NY
42.450	 -79.312	303033	FREDONIA, NY
42.877	 -77.031	303184	GENEVA, NY
41.517	 -73.933	303259	GLENHAM, NY
43.049	 -74.359	303319	GLOVERSVILLE, NY
42.775	 -77.608	303773	HEMLOCK, NY
43.755	 -74.269	304102	INDIAN LAKE 2 SW, NY
42.450	 -76.450	304174	ITHACA/CORNELL UNIV, NY
44.244	 -73.985	304555	LAKE PLACID 2 S, NY
44.721	 -74.744	304647	LAWRENCEVILLE 3 SW, NY
43.060	 -74.869	304791	LITTLE FALLS CITY RE, NY
43.033	 -74.867	304796	LITTLE FALLS MILL ST, NY
43.139	 -78.681	304844	LOCKPORT 3 S, NY
43.798	 -75.482	304912	LOWVILLE, NY
44.849	 -74.314	304996	MALONE, NY
42.517	 -74.967	305113	MARYLAND 6 SW, NY
41.768	 -74.155	305426	MOHONK LAKE, NY
42.833	 -75.733	305512	MORRISVILLE, NY
40.789	 -73.967	305801	NEW YORK CENTRAL PRK OBS BELV, NY
42.501	 -75.519	306085	NORWICH, NY
44.727	 -75.449	306164	OGDENSBURG 4 NE, NY
43.462	 -76.493	306314	OSWEGO EAST, NY
41.380	 -74.685	306774	PORT JERVIS, NY
41.633	 -73.917	306820	POUGHKEEPSIE, NY
43.117	 -77.677	307167	ROCHESTER GREATER ROCHESTER IN, NY
43.033	 -73.817	307484	SARATOGA SPRINGS 4 S, NY
40.959	 -73.105	307633	SETAUKET STRONG, NY
43.883	 -75.033	308248	STILLWATER RESERVOIR, NY
43.109	 -76.103	308383	SYRACUSE MUNICIPL AP, NY
42.750	 -73.683	308600	TROY/LOCK & DAM, NY
44.233	 -74.442	308631	TUPPER LAKE SUNMOUNT, NY
43.145	 -75.384	308737	UTICA ONEIDA COUNTY AIRPORT, NY
41.551	 -74.163	308906	WALDEN 1 ESE, NY
42.741	 -78.510	308910	WALES, NY
44.148	 -74.900	308944	WANAKENA RANGER SCHO, NY
43.976	 -75.875	309000	WATERTOWN, NY
41.391	 -73.961	309292	WEST POINT, NY
41.266	 -73.798	309670	YORKTOWN HEIGHTS 1 W, NY
35.399	 -80.199	310090	ALBEMARLE, NC
35.232	 -75.622	311458	CAPE HATTERAS/WSO, NC
35.909	 -79.079	311677	CHAPEL HILL 2 W, NC
36.062	 -76.610	312635	EDENTON, NC
36.310	 -76.205	312719	ELIZABETH CITY, NC
35.058	 -78.858	313017	FAYETTEVILLE, NC
35.344	 -77.965	313510	GOLDSBORO 1 SSW, NC
36.348	 -78.412	313969	HENDERSON 2 NNW, NC
35.330	 -82.449	313976	HENDERSONVILLE 1 NE, NC
35.053	 -83.188	314055	HIGHLANDS 2 S, NC
35.197	 -77.543	314684	KINSTON 5 SE, NC
35.912	 -81.534	314938	LENOIR, NC
36.103	 -78.304	315123	LOUISBURG, NC
34.627	 -79.025	315177	LUMBERTON, NC
35.663	 -82.029	315340	MARION 2 NW, NC
35.804	 -82.666	315356	MARSHALL, NC
34.980	 -80.523	315771	MONROE 4 SE, NC
34.734	 -76.736	315830	MOREHEAD CITY 2 WNW, NC
35.731	 -81.672	315838	MORGANTON, NC
36.499	 -80.651	315890	MOUNT AIRY 2 W, NC
36.382	 -79.695	317202	REIDSVILLE 2 NW, NC
35.684	 -80.481	317615	SALISBURY, NC
35.516	 -78.346	317994	SMITHFIELD, NC
33.995	 -78.008	318113	SOUTHPORT 5 N, NC
35.810	 -80.881	318292	STATESVILLE 2 NNE, NC
35.885	 -77.539	318500	TARBORO, NC
36.392	 -81.304	318694	TRANSOU, NC
35.487	 -82.968	319147	WAYNESVILLE 1 E, NC
35.694	 -77.946	319476	WILSON 3 SW, NC
48.821	-100.445	320941	BOTTINEAU, ND
46.877	 -97.233	321408	CASSELTON AGRONOMY FARM, ND
48.908	-103.294	321871	CROSBY, ND
46.891	-102.811	322188	DICKINSON EXP STN, ND
47.347	-102.587	322365	DUNN CENTER 2 SW, ND
46.050	-100.667	323207	FORT YATES 4 SW, ND
46.158	 -98.400	323287	FULLERTON 1 ESE, ND
48.418	 -97.425	323594	GRAFTON, ND
47.922	 -97.098	323621	GRAND FORKS UNIV NWS, ND
45.993	-102.644	324178	HETTINGER, ND
47.439	 -97.066	324203	HILLSBORO 3 N, ND
46.884	 -98.685	324418	JAMESTOWN STATE HOSP, ND
48.762	 -98.345	324958	LANGDON EXP FARM, ND
46.452	 -97.682	325220	LISBON, ND
46.813	-100.910	325479	MANDAN EXP STN, ND
46.671	-100.229	326015	MOFFIT, ND
46.372	-102.316	326155	MOTT, ND
46.507	 -99.769	326255	NAPOLEON, ND
46.541	-102.869	326315	NEW ENGLAND, ND
48.971	 -97.242	326947	PEMBINA 2 N, ND
46.889	-102.319	327530	RICHARDTON ABBEY, ND
48.371	-100.391	328792	TOWNER 2 NE, ND
46.323	 -96.611	329100	WAHPETON 3 N, ND
48.606	-100.291	329445	WILLOW CITY, ND
40.813	 -82.969	331072	BUCYRUS, OH
40.269	 -80.998	331152	CADIZ, OH
41.052	 -81.936	331541	CHIPPEWA LAKE, OH
39.611	 -82.955	331592	CIRCLEVILLE, OH
40.240	 -81.871	331890	COSHOCTON WPC PLANT, OH
41.278	 -84.385	332098	DEFIANCE, OH
40.318	 -83.074	332119	DELAWARE, OH
41.046	 -83.662	332791	FINDLAY WPCC, OH
40.100	 -84.650	333375	GREENVILLE WATER PLT, OH
39.200	 -83.617	333758	HILLSBORO, OH
41.300	 -81.150	333780	HIRAM, OH
40.649	 -83.606	334189	KENTON 2 W, OH
39.654	 -81.857	335041	MCCONNELSVILLE LOCK7, OH
40.550	 -81.917	335297	MILLERSBURG, OH
40.769	 -80.856	335315	MILLPORT 2 NW, OH
41.267	 -82.617	336118	NORWALK WWTP, OH
41.267	 -82.217	336196	OBERLIN, OH
39.839	 -81.917	336600	PHILO 3 SW, OH
38.757	 -82.887	336781	PORTSMOUTH SCIOTOVIL, OH
41.117	 -83.167	338313	TIFFIN, OH
40.833	 -83.283	338534	UPPER SANDUSKY, OH
40.100	 -83.783	338552	URBANA WWTP, OH
41.200	 -80.817	338769	WARREN 3 S, OH
41.518	 -84.145	338822	WAUSEON WASTE WATER, OH
39.111	 -82.980	338830	WAVERLY, OH
40.783	 -81.917	339312	WOOSTER EXP STN, OH
34.786	 -96.685	340017	ADA, OK
34.590	 -99.334	340179	ALTUS, OK
34.221	 -95.615	340256	ANTLERS, OK
34.171	 -97.129	340292	ARDMORE, OK
36.768	 -96.026	340548	BARTLESVILLE FRANK PHILLIPS FI, OK
36.812	-100.531	340593	BEAVER, OK
36.724	-102.480	340908	BOISE CITY 2 E, OK
36.800	 -99.640	341243	BUFFALO, OK
35.176	 -98.579	341504	CARNEGIE 5 NE, OK
36.775	 -98.358	341724	CHEROKEE, OK
36.322	 -95.581	341828	CLAREMORE 2 ENE, OK
34.000	 -96.369	342678	DURANT, OK
36.419	 -97.875	342912	ENID, OK
35.216	 -99.863	342944	ERICK, OK
35.627	 -98.323	343497	GEARY, OK
36.591	-101.618	343628	GOODWELL RESEARCH, OK
35.816	 -97.395	343821	GUTHRIE, OK
35.585	 -99.395	343871	HAMMON 3 SSW, OK
36.094	 -97.835	344055	HENNESSEY, OK
34.989	 -99.052	344204	HOBART MUNICIPAL AP, OK
35.056	 -96.371	344235	HOLDENVILLE 2 SSE, OK
36.862	-101.210	344298	HOOKER, OK
36.722	 -97.791	344573	JEFFERSON, OK
36.903	-102.965	344766	KENTON, OK
35.858	 -97.929	344861	KINGFISHER 2 SE, OK
34.609	 -98.457	345063	LAWTON, OK
34.891	 -99.502	345509	MANGUM, OK
35.505	 -96.977	345779	MEEKER 5 W, OK
36.883	 -94.883	345855	MIAMI, OK
35.778	 -95.334	346130	MUSKOGEE, OK
36.228	 -99.170	346139	MUTUAL, OK
36.891	 -97.059	346278	NEWKIRK 1 NW, OK
36.122	 -98.315	346629	OKEENE, OK
35.425	 -96.303	346638	OKEMAH, OK
35.624	 -96.025	346670	OKMULGEE WATER WORKS, OK
34.725	 -97.281	346926	PAULS VALLEY 4 WSW, OK
36.669	 -96.347	346935	PAWHUSKA, OK
36.289	 -97.290	347012	PERRY, OK
35.054	 -94.626	347254	POTEAU/WTRWKS, OK
36.118	 -97.095	348501	STILLWATER 3 NNW, OK
35.937	 -94.964	348677	TAHLEQUAH, OK
34.175	 -97.996	349395	WAURIKA, OK
35.520	 -98.699	349422	WEATHERFORD, OK
35.481	 -95.204	349445	WEBBERS FALLS 5 WSW, OK
42.213	-122.714	350304	ASHLAND, OR
46.157	-123.882	350328	ASTORIA/WSO AP, OR
44.843	-117.809	350412	BAKER/FAA AP, OR
44.057	-121.285	350694	BEND, OR
42.030	-124.245	351055	BROOKINGS, OR
44.398	-122.486	351433	CASCADIA, OR
45.233	-120.181	351765	CONDON, OR
44.633	-123.189	351862	CORVALLIS STATE UNIV, OR
43.808	-123.049	351897	COTTAGE GROVE 1 NNE, OR
42.897	-122.133	351946	CRATER LAKE N P HQ, OR
42.945	-117.339	352135	DANNER, OR
43.666	-123.327	352406	DRAIN, OR
45.455	-121.128	352440	DUFUR, OR
45.524	-123.103	352997	FOREST GROVE, OR
43.394	-121.212	353095	FREMONT 5 NW, OR
42.424	-123.324	353445	GRANTS PASS, OR
45.449	-122.155	353770	HEADWORKS PORTLAND W, OR
45.365	-119.564	353827	HEPPNER, OR
45.829	-119.264	353847	HERMISTON 1 SE, OR
45.685	-121.518	354003	HOOD RIVER EXP STN, OR
42.201	-121.781	354506	KLAMATH FALLS 2 SSW, OR
42.214	-120.364	354670	LAKEVIEW 2 NNW, OR
43.266	-118.843	355162	MALHEUR/REFUGE HQ, OR
44.178	-122.116	355362	MC KENZIE BRIDGE RS, OR
45.221	-123.162	355384	MC MINNVILLE, OR
45.943	-118.409	355593	MILTON FREEWATER, OR
45.482	-120.724	355734	MORO, OR
44.643	-124.056	356032	NEWPORT, OR
43.413	-124.244	356073	NORTH BEND MUNI AIRPORT, OR
42.692	-120.540	356426	PAISLEY, OR
45.476	-118.825	356634	PILOT ROCK 1 SE, OR
44.307	-120.807	356883	PRINEVILLE 4 NW, OR
42.734	-122.516	356907	PROSPECT 2 SW, OR
42.951	-123.357	357169	RIDDLE, OR
43.213	-123.366	357331	ROSEBURG, OR
45.125	-122.072	358466	THREE LYNX, OR
45.457	-123.873	358494	TILLAMOOK 1 W, OR
45.208	-117.876	358746	UNION EXPERIMENT STN, OR
43.981	-117.244	358797	VALE, OR
45.572	-117.531	358997	WALLOWA, OR
40.651	 -75.449	360106	ALLENTOWN LEHIGH VALLEY INTL A, PA
39.935	 -77.639	361354	CHAMBERSBURG 1 ESE, PA
39.805	 -77.229	362537	EISENHOWER/NATL HIST SITE, PA
42.080	 -80.183	362682	ERIE/WSO AP, PA
41.400	 -79.830	363028	FRANKLIN, PA
41.417	 -80.367	363526	GREENVILLE 2 NE, PA
40.333	 -78.917	364385	JOHNSTOWN, PA
40.333	 -76.467	364896	LEBANON 2 W, PA
41.867	 -75.850	365915	MONTROSE, PA
41.017	 -80.362	366233	NEW CASTLE 1 N, PA
40.800	 -75.617	366689	PALMERTON, PA
41.733	 -75.450	367029	PLEASANT MOUNT 1 W, PA
40.427	 -75.932	367322	READING 4 NNW, PA
41.420	 -78.750	367477	RIDGWAY, PA
40.783	 -76.861	367931	SELINSGROVE, PA
40.793	 -77.867	368449	STATE COLLEGE, PA
41.013	 -75.191	368596	STROUDSBURG, PA
41.751	 -76.443	368905	TOWANDA 1 ESE, PA
39.915	 -79.719	369050	UNIONTOWN 1 NE, PA
41.850	 -79.150	369298	WARREN, PA
41.700	 -77.389	369408	WELLSBORO 4 SW, PA
39.971	 -75.635	369464	WEST CHESTER 2 NW, PA
41.243	 -76.922	369728	WILLIAMSPORT/WSO AP, PA
39.917	 -76.750	369933	YORK 3 SSW PUMP STN, PA
41.167	 -71.583	370896	BLOCK ISLAND STATE ARPT, RI
41.483	 -71.533	374266	KINGSTON, RI
41.722	 -71.433	376698	PROVIDENCE/WSO AP, RI
33.493	 -81.696	380074	AIKEN 4 NE, SC
34.528	 -82.661	380165	ANDERSON, SC
32.395	 -80.696	380559	BEAUFORT WWTP, SC
33.363	 -81.329	380764	BLACKVILLE 3 W, SC
34.091	 -82.588	381277	CALHOUN FALLS, SC
34.243	 -80.656	381310	CAMDEN 3 W, SC
32.780	 -79.932	381549	CHARLESTON CITY, SC
34.700	 -79.883	381588	CHERAW, SC
34.660	 -82.824	381770	CLEMSON UNIVERSITY, SC
33.983	 -81.017	381944	COLUMBIA, SC
33.831	 -79.056	381997	CONWAY, SC
34.301	 -79.877	382260	DARLINGTON, SC
33.362	 -79.224	383468	GEORGETOWN 2 E, SC
34.885	 -82.224	383747	GREENVILLE-SPARTANBURG/AP, SC
34.200	 -82.171	383754	GREENWOOD 3 SW, SC
34.537	 -80.597	384690	KERSHAW 2 SW, SC
33.678	 -79.828	384753	KINGSTREE 1 SE, SC
34.499	 -82.022	385017	LAURENS, SC
34.199	 -81.415	385200	LITTLE MOUNTAIN, SC
34.283	 -81.627	386209	NEWBERRY, SC
33.489	 -80.873	386527	ORANGEBURG 2, SC
33.998	 -81.775	387631	SALUDA, SC
34.635	 -81.521	387722	SANTUCK, SC
33.037	 -80.232	388426	SUMMERVILLE, SC
33.933	 -80.350	388440	SUMTER, SC
34.748	 -83.084	388887	WALHALLA, SC
34.374	 -81.093	389327	WINNSBORO, SC
34.938	 -81.032	389350	WINTHROP UNIVERSITY, SC
32.683	 -80.850	389469	YEMASSEE 4 W, SC
45.443	 -98.413	390020	ABERDEEN 2 E, SD
43.489	 -99.063	390043	ACADEMY 2 NE, SD
43.657	 -97.785	390128	ALEXANDRIA, SD
43.306	 -96.592	391392	CANTON 4 WNW, SD
44.889	 -97.739	391739	CLARK, SD
43.961	-101.861	391972	COTTONWOOD 2 E, SD
45.048	-101.599	392429	DUPREE, SD
45.792	 -99.642	392797	EUREKA, SD
45.039	 -99.142	392927	FAULKTON, SD
44.042	 -98.070	393029	FORESTBURG 3 NE, SD
44.057	 -99.072	393217	GANN VALLEY 4 NW, SD
44.522	 -99.455	393832	HIGHMORE 1 W, SD
43.438	-103.474	394007	HOT SPRINGS, SD
44.012	 -97.524	394037	HOWARD, SD
43.906	 -99.864	394516	KENNEBEC, SD
45.158	 -98.567	395456	MELLETTE, SD
43.236	 -97.571	395481	MENNO, SD
45.206	 -96.636	395536	MILBANK 2 SSW, SD
43.889	-100.708	395891	MURDO, SD
44.442	-100.418	396170	OAHE DAM, SD
44.381	-100.286	396597	PIERRE REGIONAL AP, SD
44.115	-103.283	396947	RAPID CITY 4 NW, SD
42.763	 -96.919	398622	VERMILLION 2 SE, SD
44.905	 -97.149	398932	WATERTOWN MUNICIPAL AP, SD
43.498	-100.479	399442	WOOD, SD
36.547	 -87.356	401790	CLARKSVILLE SWG PLT, TN
34.994	 -84.376	402024	COPPERHILL, TN
35.550	 -89.700	402108	COVINGTON 1 W, TN
36.015	 -85.131	402202	CROSSVILLE EXP STN, TN
36.075	 -87.394	402489	DICKSON, TN
36.482	 -87.863	402589	DOVER 1 W, TN
35.621	 -88.846	404561	JACKSON EXP STA, TN
35.414	 -86.808	405187	LEWISBURG EXP STN, TN
35.672	 -85.781	405882	MC MINNVILLE, TN
35.921	 -86.379	406371	MURFREESBORO 5 N, TN
35.983	 -83.201	406534	NEWPORT 1 NW, TN
36.416	 -82.984	407884	ROGERSVILLE 1 NE, TN
35.345	 -86.209	409155	TULLAHOMA, TN
36.393	 -89.032	409219	UNION CITY, TN
35.304	 -87.759	409502	WAYNESBORO, TN
32.717	 -99.304	410120	ALBANY, TX
27.728	 -98.068	410144	ALICE, TX
30.374	-103.662	410174	ALPINE, TX
31.741	 -99.976	410493	BALLINGER 2 NW, TX
30.984	-103.740	410498	BALMORHEA EXP PAN, TX
28.458	 -97.706	410639	BEEVILLE 5 NE, TX
30.106	 -98.429	410832	BLANCO, TX
29.798	 -98.735	410902	BOERNE, TX
35.530	-102.256	411000	BOYS RANCH, TX
30.159	 -96.397	411048	BRENHAM, TX
31.738	 -98.946	411138	BROWNWOOD, TX
28.339	 -99.633	411528	CATARINA, TX
33.616	 -95.072	411772	CLARKSVILLE 2 NE, TX
27.774	 -97.512	412015	CORPUS CHRISTI INTL ARPT, TX
32.108	 -96.475	412019	CORSICANA, TX
33.652	-101.245	412121	CROSBYTON, TX
29.057	 -96.232	412266	DANEVANG 1 W, TX
32.063	 -98.305	412598	DUBLIN, TX
28.712	-100.481	412679	EAGLE PASS, TX
31.811	-106.376	412797	EL PASO INTERNATIONAL AP, TX
28.024	 -99.351	412906	ENCINAL, TX
27.139	 -98.120	413063	FALFURRIAS, TX
29.678	 -97.111	413183	FLATONIA, TX
30.907	-102.915	413280	FORT STOCKTON, TX
33.646	 -97.059	413420	GAINESVILLE 5 ENE, TX
33.168	 -96.098	413734	GREENVILLE KGVL, TX
29.471	 -96.940	413873	HALLETTSVILLE 2 N, TX
33.158	 -99.746	413992	HASKELL, TX
31.072	 -98.185	415018	LAMPASAS, TX
30.059	 -94.795	415196	LIBERTY 6 NE, TX
30.747	 -98.658	415272	LLANO, TX
29.675	 -97.656	415429	LULING, TX
32.540	 -94.351	415618	MARSHALL, TX
31.133	-102.222	415707	MCCAMEY, TX
31.683	 -96.483	415869	MEXIA, TX
35.700	-100.644	415875	MIAMI, TX
34.219	-102.733	416135	MULESHOE 1, TX
29.719	 -98.119	416276	NEW BRAUNFELS, TX
33.674	 -95.559	416794	PARIS, TX
31.417	-103.500	416892	PECOS, TX
34.189	-101.702	417079	PLAINVIEW, TX
34.276	 -99.758	417336	QUANAH 5 SE, TX
26.377	 -98.812	417622	RIO GRANDE CITY 3 W, TX
29.533	 -98.470	417945	SAN ANTONIO INTL AP, TX
32.714	-102.660	418201	SEMINOLE, TX
32.710	-100.911	418433	SNYDER, TX
36.337	-102.076	418692	STRATFORD, TX
31.078	 -97.318	418910	TEMPLE, TX
32.748	 -97.770	419532	WEATHERFORD, TX
37.440	-112.482	420086	ALTON, UT
37.613	-109.485	420738	BLANDING, UT
37.283	-109.558	420788	BLUFF, UT
41.548	-112.111	421731	CORINNE, UT
39.287	-112.652	422101	DESERET, UT
40.168	-110.395	422253	DUCHESNE, UT
37.769	-111.598	422592	ESCALANTE, UT
41.023	-111.935	422726	FARMINGTON 3 NW, UT
38.966	-112.328	422828	FILLMORE, UT
40.284	-109.861	422996	FORT DUCHESNE, UT
38.991	-110.154	423418	GREEN RIVER/AVIATION, UT
38.371	-110.715	423611	HANKSVILLE MUNICIPAL ARPT, UT
40.502	-111.419	423809	HEBER, UT
37.029	-112.537	424508	KANAB, UT
41.825	-111.321	424856	LAKETOWN, UT
39.554	-111.867	425065	LEVAN, UT
41.746	-111.803	425186	LOGAN UT STATE UNIV, UT
39.258	-111.631	425402	MANTI, UT
38.450	-112.229	425477	MARYSVALE, UT
39.574	-109.546	425733	MOAB, UT
37.798	-113.926	425752	MODENA, UT
41.043	-111.672	425826	MORGAN POWER AND LIGHT, UT
39.713	-111.832	426135	NEPHI, UT
41.244	-111.946	426404	OGDEN PIONEER P H, UT
37.824	-112.442	426601	PANGUITCH, UT
37.850	-112.831	426686	PAROWAN POWER PLANT, UT
38.762	-112.077	427260	RICHFIELD RADIO KSVC, UT
37.107	-113.561	427516	ST GEORGE, UT
38.914	-111.416	427559	SALINA 24 E, UT
39.246	-112.107	427714	SCIPIO, UT
39.685	-111.205	427729	SCOFIELD-SKYLAND MINE, UT
40.545	-111.504	427909	SNAKE CREEK POWERHOU, UT
