Historical adjusted precipitation stations for Canada - Updated to December 2011,,,,,,,,,,
Stations historiques de précipitations ajustées  pour le Canada - Mise à jour jusqu'à décembre 2011,,,,,,,,,,
Prov,station's name,stnid,beg yr,beg mon,end yr,end mon,lat (deg),long (deg),elev (m),stns joined
ON,WAWA ,6059D09,1940,1,2011,6,48.0,-84.8,287,Yes
ON,WELLAND,6139445,1873,1,2011,12,43.0,-79.3,175,No
ON,WIARTON ,6119500,1948,1,2011,12,44.8,-81.1,222,No
ON,WINDSOR ,6139525,1866,1,2011,12,42.3,-83.0,190,Yes
ON,WOODSTOCK,6149625,1870,1,2011,12,43.1,-80.8,282,No
QC,ARMAGH,7050240,1916,1,1994,5,46.8,-70.5,358,Yes
QC,ARUNDEL,7030310,1914,1,2011,10,46.0,-74.6,191,Yes
QC,BAGOTVILLE ,7060400,1876,1,2011,12,48.3,-71.0,159,Yes
QC,BARRAGE ANGLIERS,7080452,1911,1,2007,10,47.6,-79.2,267,No
QC,BARRAGE TEMISCAMINGUE,7080468,1910,1,2011,12,46.7,-79.1,181,No
QC,BELLETERRE,7080600,1952,1,2004,4,47.4,-78.7,322,No
QC,BROME,7020840,1877,1,2011,10,45.2,-72.6,206,No
QC,CAUSAPSCAL,7051200,1921,1,2011,10,48.4,-67.2,168,No
QC,CHAPAIS,7091305,1937,1,2004,4,49.8,-74.9,396,Yes
QC,CHELSEA,7031360,1928,1,2011,10,45.5,-75.8,113,No
QC,DONNACONA,7012071,1919,1,2008,11,46.7,-71.7,46,Yes
QC,DRUMMONDVILLE,7022160,1914,1,2011,10,45.9,-72.5,82,No
QC,GASPE ,7052605,1916,1,2011,12,48.8,-64.5,33,Yes
QC,GRANDE VALLEE,7052865,1883,1,2004,4,49.2,-65.2,8,Yes
QC,ILES DE LA MADELEINE ,705C2G9,1934,1,2010,12,47.4,-61.8,11,Yes
QC,INUKJUAK ,7103282,1938,1,1996,8,58.5,-78.1,24,No
QC,JOLIETTE VILLE,7013362,1914,1,2011,4,46.0,-73.4,56,Yes
QC,KUUJJUAQ ,7113534,1947,1,2011,12,58.1,-68.4,39,No
QC,KUUJJUARAPIK ,7103536,1934,1,2011,12,55.3,-77.8,10,No
QC,LA MALBAIE,7043960,1914,1,2004,4,47.7,-70.2,23,No
QC,LA POCATIERE ,7054095,1913,1,1996,3,47.4,-70.0,31,No
QC,LA SARRE,7094120,1952,1,2004,4,48.8,-79.2,244,No
QC,LA TUQC,7074240,1912,1,2004,4,47.4,-72.8,152,No
QC,LABRIEVILLE B1,7043540,1955,1,1994,12,49.3,-69.6,152,No
QC,LAC BERRY,709CEE9,1914,1,2011,10,48.8,-78.3,305,Yes
QC,LAUZON,7024254,1872,1,2011,10,46.8,-71.1,69,Yes
QC,LEBEL SUR QCVILLON,7094275,1967,1,2004,4,49.1,-77.0,305,No
QC,LENNOXVILLE,7024280,1915,1,2011,4,45.4,-71.8,181,No
QC,LES BUISSONS,7044288,1947,1,2011,10,49.1,-68.4,15,Yes
QC,LES CEDRES,7014290,1913,1,2011,10,45.3,-74.1,47,No
QC,MATAGAMI ,7094639,1964,1,1991,6,49.8,-77.8,281,Yes
QC,MON LAURIER,7035160,1920,1,2011,10,46.6,-75.6,244,Yes
QC,MON-JOLI ,7055120,1943,1,2011,12,48.6,-68.2,52,No
QC,MONREAL/PIERRE ELLIOTT TRUDEA,7025250,1872,1,2011,12,45.5,-73.8,36,Yes
QC,NATASHQUAN ,7045400,1915,1,2008,7,50.2,-61.8,11,No
QC,NICOLET,7025440,1914,1,2011,10,46.2,-72.6,30,No
QC,NOMININGUE,7035520,1914,1,2011,10,46.4,-75.1,274,No
QC,NORMANDIN ,7065640,1936,1,1992,8,48.9,-72.5,137,No
QC,PARENT S,7075799,1943,1,2004,4,47.9,-74.6,410,Yes
QC,POINTE AU CHENE,7036063,1919,1,2009,6,45.7,-74.8,51,Yes
QC,QUAQTAQ,7116270,1930,1,1988,5,61.1,-69.6,30,Yes
QC,RIMOUSKI,7056480,1877,1,2011,10,48.5,-68.5,36,Yes
QC,ROBERVAL ,7066685,1914,1,2011,12,48.5,-72.3,179,Yes
QC,SCHEFFERVILLE ,7117825,1949,1,2010,1,54.8,-66.8,522,No
QC,SENNETERRE,7097900,1940,1,1994,5,48.3,-77.3,310,Yes
QC,SEPT-ILES ,7047912,1945,1,2011,12,50.2,-66.3,53,Yes
QC,SHAWINIGAN,7018000,1902,1,2004,4,46.6,-72.8,122,No
QC,SHEENBORO,7038080,1915,1,2011,10,46.0,-77.3,137,Yes
QC,SOREL,7028200,1914,1,2011,10,46.0,-73.1,15,No
QC,ST CHARLES DE MANDEVILLE,7016960,1921,1,2011,10,46.4,-73.4,168,No
QC,ST GEORGES,7027283,1913,1,2011,10,46.2,-70.7,168,Yes
QC,ST JEROME,7037400,1932,1,2011,10,45.8,-74.1,170,No
QC,ST OCTAVE DE L'AVENIR,7057590,1905,1,1997,7,49.0,-66.6,381,Yes
QC,ST PAMPHILE,7057600,1951,1,2004,4,47.0,-69.8,388,No
QC,ST SEBASTIEN,7027725,1915,1,2011,10,45.8,-71.0,442,Yes
QC,STE ROSE DU DEGELIS,7057720,1933,1,2004,4,47.6,-68.6,151,No
QC,TADOUSSAC,7048320,1914,1,2004,4,48.2,-69.7,70,No
QC,TETE A LA BALEINE,7048421,1912,1,1995,3,50.7,-59.3,9,Yes
QC,THETFORD MINES,7028441,1922,1,2011,10,46.1,-71.4,381,Yes
QC,TRINITE DES MONS,7058520,1951,1,2004,4,48.1,-68.5,262,No
QC,VAL-D'OR ,7098600,1952,1,2011,12,48.1,-77.8,337,No
QC,VILLE MARIE,7088760,1914,1,2004,4,47.4,-79.4,213,No
QC,WRIGHT,7038975,1914,1,2011,10,46.1,-76.1,142,Yes
NB,AROOSTOOK,8100300,1920,1,2011,12,46.8,-67.7,91,Yes
NB,BATHURST ,8100503,1884,1,2011,12,47.6,-65.8,59,Yes
NB,CHARLO ,8100880,1934,1,2003,3,48.0,-66.3,40,Yes
NB,DOAKTOWN,8101200,1944,1,2009,5,46.6,-66.2,38,No
NB,EDMUNDSTON,810AL00,1914,1,2006,6,47.4,-68.2,163,Yes
NB,FREDERICTON ,8101500,1874,1,2010,12,45.9,-66.5,21,Yes
NB,KEDGWICK,8102300,1932,1,1994,9,47.7,-67.4,274,No
NB,MIRAMICHI ,8101000,1873,1,2005,8,47.0,-65.5,33,Yes
NB,MONCTON ,8103200,1898,1,2011,12,46.1,-64.7,71,Yes
NB,NEPISIGUIT FALLS,8103500,1922,1,2006,2,47.4,-65.8,106,No
NB,REXTON,8104400,1923,1,2009,9,46.7,-64.9,5,No
NB,SAINT JOHN ,8104900,1871,1,2011,12,45.3,-65.9,109,Yes
NB,SUSSEX,8105200,1898,1,2009,5,45.7,-65.5,21,No
NB,WOODSTOCK,8105600,1914,1,2011,12,46.2,-67.6,153,No
NS,ANNAPOLIS ROYAL,8200100,1915,1,2007,12,44.8,-65.5,8,No
NS,BEAR RIVER,8200500,1915,1,2006,2,44.6,-65.6,8,Yes
NS,COLLEGEVILLE,8201000,1916,1,2009,9,45.5,-62.0,76,No
NS,DEMING,8201410,1884,1,2009,9,45.2,-61.2,16,Yes
NS,GREENWOOD ,8202000,1943,1,2011,12,45.0,-64.9,28,No
NS,HALIFAX,8202250,1872,1,2011,12,44.9,-63.5,145,Yes
NS,LIVERPOOL BIG FALLS,8203100,1940,1,2011,12,44.1,-64.9,50,No
NS,MOUNT UNIACKE,8203600,1920,1,2003,7,44.9,-63.8,159,No
NS,NAPPAN ,8203700,1913,1,2003,2,45.8,-64.3,20,No
NS,PARRSBORO,8204400,1897,1,2002,9,45.4,-64.3,24,No
NS,SABLE ISLAND,8204700,1891,1,2010,12,43.9,-60.0,5,No
NS,SPRINGFIELD,8205200,1920,1,2003,8,44.7,-64.9,167,No
NS,ST MARGARET'S BAY,8204800,1922,1,2006,6,44.7,-63.9,17,No
NS,SYDNEY ,8205700,1870,1,2011,12,46.2,-60.1,62,Yes
NS,TRURO,8205990,1910,1,2002,10,45.4,-63.3,40,Yes
NS,UPPER STEWIACKE,8206200,1916,1,2005,7,45.2,-63.0,23,No
NS,WESTPORT,8206260,1937,1,1993,6,44.3,-66.4,18,Yes
NS,WHITE ROCK,8206316,1913,1,2006,6,45.1,-64.4,38,Yes
NS,WRECK COVE BROOK,8206450,1951,1,2006,6,46.5,-60.5,76,Yes
NS,YARMOUTH ,8206500,1880,1,2011,12,43.8,-66.1,43,Yes
PE,CHARLOTTETOWN ,8300300,1872,1,2011,12,46.3,-63.1,49,Yes
PE,MONICELLO,8300447,1960,1,2003,12,46.5,-62.5,32,No
PE,SUMMERSIDE ,8300700,1936,1,2002,6,46.4,-63.8,20,Yes
NL,BAY D'ESPOIR GEN STN,8400413,1968,1,2011,12,48.0,-55.8,23,No
NL,BURGEO,8400798,1939,1,1995,7,47.6,-57.6,11,Yes
NL,CARTWRIGHT,8501100,1935,1,2011,12,53.7,-57.0,14,No
NL,CHURCHILL FALLS,850A131,1969,1,1998,4,53.5,-64.0,489,Yes
NL,CORNER BROOK,8401300,1933,1,2011,12,49.0,-58.0,5,No
NL,DANIELS HARBOUR,8401400,1947,1,2010,12,50.2,-57.6,19,No
NL,DEER LAKE ,8401501,1933,1,2011,12,49.2,-57.4,22,Yes
NL,EXPLOITS DAM,8401550,1956,1,2009,2,48.8,-56.6,154,No
NL,GANDER ,8401700,1937,1,2011,12,49.0,-54.6,151,No
NL,GOOSE ,8501900,1942,1,2011,12,53.3,-60.4,49,No
NL,GRAND FALLS,8402050,1937,1,2007,5,48.9,-55.7,60,No
NL,ISLE AUX MORTS,8402450,1909,1,2004,10,47.6,-59.0,5,Yes
NL,MAKKOVIK ,8502NHR,1942,1,2006,5,55.1,-59.2,71,Yes
NL,MARY'S HARBOUR ,8502591,1881,1,2010,12,52.3,-55.8,12,Yes
NL,NAIN ,8502800,1939,1,2011,6,56.6,-61.7,7,No
NL,NORTH HARBOUR,8402874,1939,1,2007,11,47.1,-53.7,11,Yes
NL,PLUM POINT,8402958,1972,1,2011,12,51.1,-56.9,6,No
NL,SPRINGDALE,8403700,1956,1,1993,6,49.5,-56.1,23,No
NL,ST ANTHONY ,840C401,1883,1,2009,3,51.4,-56.1,33,Yes
NL,ST JOHN'S ,8403506,1874,1,2011,12,47.6,-52.8,141,Yes
NL,STEPHENVILLE ,8403800,1935,1,2011,12,48.5,-58.6,26,Yes
NL,WABUSH LAKE ,8504175,1961,1,2011,12,52.9,-66.9,551,No
NL,WESTBROOK ST LAWRENCE,8404201,1957,1,1995,7,47.0,-55.4,31,No
